Subscription_ID,Customer_ID,Plan_Name,Plan_Type,Start_Date,End_Date,Monthly_Charges,Total_Revenue
SUB033294,CUST15322,Standard,Monthly,2111-02-26,2111-03-28,800,800
SUB033295,CUST04104,Basic,Yearly,2111-02-27,2112-02-27,500,6000
SUB033296,CUST13515,Premium,Monthly,2111-02-28,2111-03-30,1200,1200
SUB033297,CUST11523,Standard,Yearly,2111-03-01,2112-02-29,800,9600
SUB033298,CUST18242,Standard,Monthly,2111-03-02,2111-04-01,800,800
SUB033299,CUST19841,Standard,Monthly,2111-03-03,2111-04-02,800,800
SUB033300,CUST06484,Standard,Monthly,2111-03-04,2111-04-03,800,800
SUB033301,CUST18399,Standard,Monthly,2111-03-05,2111-04-04,800,800
SUB033302,CUST04688,Basic,Yearly,2111-03-06,2112-03-05,500,6000
SUB033303,CUST00816,Premium,Monthly,2111-03-07,2111-04-06,1200,1200
SUB033304,CUST01987,Premium,Yearly,2111-03-08,2112-03-07,1200,14400
SUB033305,CUST12287,Premium,Monthly,2111-03-09,2111-04-08,1200,1200
SUB033306,CUST12583,Standard,Monthly,2111-03-10,2111-04-09,800,800
SUB033307,CUST13126,Basic,Monthly,2111-03-11,2111-04-10,500,500
SUB033308,CUST12098,Standard,Yearly,2111-03-12,2112-03-11,800,9600
SUB033309,CUST18511,Standard,Monthly,2111-03-13,2111-04-12,800,800
SUB033310,CUST11647,Basic,Monthly,2111-03-14,2111-04-13,500,500
SUB033311,CUST05793,Basic,Monthly,2111-03-15,2111-04-14,500,500
SUB033312,CUST17947,Basic,Yearly,2111-03-16,2112-03-15,500,6000
SUB033313,CUST19634,Premium,Monthly,2111-03-17,2111-04-16,1200,1200
SUB033314,CUST17523,Premium,Yearly,2111-03-18,2112-03-17,1200,14400
SUB033315,CUST07263,Basic,Yearly,2111-03-19,2112-03-18,500,6000
SUB033316,CUST13255,Standard,Yearly,2111-03-20,2112-03-19,800,9600
SUB033317,CUST19966,Premium,Monthly,2111-03-21,2111-04-20,1200,1200
SUB033318,CUST17434,Basic,Monthly,2111-03-22,2111-04-21,500,500
SUB033319,CUST16637,Basic,Monthly,2111-03-23,2111-04-22,500,500
SUB033320,CUST18582,Premium,Monthly,2111-03-24,2111-04-23,1200,1200
SUB033321,CUST02498,Basic,Monthly,2111-03-25,2111-04-24,500,500
SUB033322,CUST19737,Basic,Monthly,2111-03-26,2111-04-25,500,500
SUB033323,CUST10128,Standard,Monthly,2111-03-27,2111-04-26,800,800
SUB033324,CUST13561,Premium,Monthly,2111-03-28,2111-04-27,1200,1200
SUB033325,CUST02391,Basic,Monthly,2111-03-29,2111-04-28,500,500
SUB033326,CUST17678,Standard,Yearly,2111-03-30,2112-03-29,800,9600
SUB033327,CUST06952,Standard,Monthly,2111-03-31,2111-04-30,800,800
SUB033328,CUST09481,Premium,Yearly,2111-04-01,2112-03-31,1200,14400
SUB033329,CUST11634,Premium,Monthly,2111-04-02,2111-05-02,1200,1200
SUB033330,CUST10618,Premium,Yearly,2111-04-03,2112-04-02,1200,14400
SUB033331,CUST18989,Standard,Monthly,2111-04-04,2111-05-04,800,800
SUB033332,CUST11265,Standard,Monthly,2111-04-05,2111-05-05,800,800
SUB033333,CUST05077,Premium,Monthly,2111-04-06,2111-05-06,1200,1200
SUB033334,CUST13960,Premium,Monthly,2111-04-07,2111-05-07,1200,1200
SUB033335,CUST13331,Basic,Monthly,2111-04-08,2111-05-08,500,500
SUB033336,CUST08184,Premium,Yearly,2111-04-09,2112-04-08,1200,14400
SUB033337,CUST03887,Premium,Yearly,2111-04-10,2112-04-09,1200,14400
SUB033338,CUST06776,Premium,Yearly,2111-04-11,2112-04-10,1200,14400
SUB033339,CUST09755,Standard,Monthly,2111-04-12,2111-05-12,800,800
SUB033340,CUST10199,Premium,Yearly,2111-04-13,2112-04-12,1200,14400
SUB033341,CUST16235,Premium,Monthly,2111-04-14,2111-05-14,1200,1200
SUB033342,CUST09422,Premium,Monthly,2111-04-15,2111-05-15,1200,1200
SUB033343,CUST18636,Premium,Monthly,2111-04-16,2111-05-16,1200,1200
SUB033344,CUST06780,Basic,Yearly,2111-04-17,2112-04-16,500,6000
SUB033345,CUST08630,Standard,Monthly,2111-04-18,2111-05-18,800,800
SUB033346,CUST19639,Basic,Monthly,2111-04-19,2111-05-19,500,500
SUB033347,CUST19911,Premium,Monthly,2111-04-20,2111-05-20,1200,1200
SUB033348,CUST05381,Basic,Monthly,2111-04-21,2111-05-21,500,500
SUB033349,CUST09130,Premium,Yearly,2111-04-22,2112-04-21,1200,14400
SUB033350,CUST06088,Basic,Monthly,2111-04-23,2111-05-23,500,500
SUB033351,CUST18534,Basic,Yearly,2111-04-24,2112-04-23,500,6000
SUB033352,CUST07324,Premium,Monthly,2111-04-25,2111-05-25,1200,1200
SUB033353,CUST10124,Standard,Monthly,2111-04-26,2111-05-26,800,800
SUB033354,CUST14509,Standard,Yearly,2111-04-27,2112-04-26,800,9600
SUB033355,CUST03874,Premium,Yearly,2111-04-28,2112-04-27,1200,14400
SUB033356,CUST06751,Standard,Monthly,2111-04-29,2111-05-29,800,800
SUB033357,CUST05973,Premium,Yearly,2111-04-30,2112-04-29,1200,14400
SUB033358,CUST10704,Basic,Monthly,2111-05-01,2111-05-31,500,500
SUB033359,CUST12474,Basic,Monthly,2111-05-02,2111-06-01,500,500
SUB033360,CUST04877,Basic,Monthly,2111-05-03,2111-06-02,500,500
SUB033361,CUST01289,Premium,Yearly,2111-05-04,2112-05-03,1200,14400
SUB033362,CUST14061,Basic,Yearly,2111-05-05,2112-05-04,500,6000
SUB033363,CUST09544,Premium,Yearly,2111-05-06,2112-05-05,1200,14400
SUB033364,CUST12759,Standard,Monthly,2111-05-07,2111-06-06,800,800
SUB033365,CUST00049,Premium,Monthly,2111-05-08,2111-06-07,1200,1200
SUB033366,CUST15498,Standard,Monthly,2111-05-09,2111-06-08,800,800
SUB033367,CUST03177,Premium,Yearly,2111-05-10,2112-05-09,1200,14400
SUB033368,CUST17016,Premium,Yearly,2111-05-11,2112-05-10,1200,14400
SUB033369,CUST08145,Standard,Monthly,2111-05-12,2111-06-11,800,800
SUB033370,CUST09521,Premium,Monthly,2111-05-13,2111-06-12,1200,1200
SUB033371,CUST04275,Basic,Yearly,2111-05-14,2112-05-13,500,6000
SUB033372,CUST09032,Standard,Monthly,2111-05-15,2111-06-14,800,800
SUB033373,CUST13297,Standard,Monthly,2111-05-16,2111-06-15,800,800
SUB033374,CUST18401,Basic,Monthly,2111-05-17,2111-06-16,500,500
SUB033375,CUST17863,Standard,Yearly,2111-05-18,2112-05-17,800,9600
SUB033376,CUST02921,Premium,Yearly,2111-05-19,2112-05-18,1200,14400
SUB033377,CUST01241,Basic,Monthly,2111-05-20,2111-06-19,500,500
SUB033378,CUST08432,Premium,Monthly,2111-05-21,2111-06-20,1200,1200
SUB033379,CUST11006,Standard,Yearly,2111-05-22,2112-05-21,800,9600
SUB033380,CUST09302,Basic,Monthly,2111-05-23,2111-06-22,500,500
SUB033381,CUST13998,Standard,Monthly,2111-05-24,2111-06-23,800,800
SUB033382,CUST00753,Premium,Yearly,2111-05-25,2112-05-24,1200,14400
SUB033383,CUST03476,Basic,Monthly,2111-05-26,2111-06-25,500,500
SUB033384,CUST06362,Basic,Monthly,2111-05-27,2111-06-26,500,500
SUB033385,CUST01317,Premium,Monthly,2111-05-28,2111-06-27,1200,1200
SUB033386,CUST08612,Premium,Monthly,2111-05-29,2111-06-28,1200,1200
SUB033387,CUST05750,Standard,Monthly,2111-05-30,2111-06-29,800,800
SUB033388,CUST08007,Basic,Monthly,2111-05-31,2111-06-30,500,500
SUB033389,CUST17205,Standard,Monthly,2111-06-01,2111-07-01,800,800
SUB033390,CUST16300,Standard,Yearly,2111-06-02,2112-06-01,800,9600
SUB033391,CUST04291,Standard,Monthly,2111-06-03,2111-07-03,800,800
SUB033392,CUST18796,Standard,Monthly,2111-06-04,2111-07-04,800,800
SUB033393,CUST00547,Basic,Yearly,2111-06-05,2112-06-04,500,6000
SUB033394,CUST00385,Standard,Monthly,2111-06-06,2111-07-06,800,800
SUB033395,CUST13994,Premium,Yearly,2111-06-07,2112-06-06,1200,14400
SUB033396,CUST05089,Standard,Monthly,2111-06-08,2111-07-08,800,800
SUB033397,CUST18458,Basic,Monthly,2111-06-09,2111-07-09,500,500
SUB033398,CUST03947,Basic,Monthly,2111-06-10,2111-07-10,500,500
SUB033399,CUST04720,Basic,Monthly,2111-06-11,2111-07-11,500,500
SUB033400,CUST13656,Premium,Monthly,2111-06-12,2111-07-12,1200,1200
SUB033401,CUST16377,Basic,Yearly,2111-06-13,2112-06-12,500,6000
SUB033402,CUST06755,Standard,Monthly,2111-06-14,2111-07-14,800,800
SUB033403,CUST18621,Basic,Yearly,2111-06-15,2112-06-14,500,6000
SUB033404,CUST05757,Basic,Monthly,2111-06-16,2111-07-16,500,500
SUB033405,CUST01403,Premium,Monthly,2111-06-17,2111-07-17,1200,1200
SUB033406,CUST02640,Standard,Yearly,2111-06-18,2112-06-17,800,9600
SUB033407,CUST04714,Premium,Monthly,2111-06-19,2111-07-19,1200,1200
SUB033408,CUST11633,Basic,Yearly,2111-06-20,2112-06-19,500,6000
SUB033409,CUST01102,Premium,Monthly,2111-06-21,2111-07-21,1200,1200
SUB033410,CUST15546,Standard,Monthly,2111-06-22,2111-07-22,800,800
SUB033411,CUST03987,Standard,Monthly,2111-06-23,2111-07-23,800,800
SUB033412,CUST14458,Standard,Monthly,2111-06-24,2111-07-24,800,800
SUB033413,CUST13002,Standard,Yearly,2111-06-25,2112-06-24,800,9600
SUB033414,CUST16821,Standard,Monthly,2111-06-26,2111-07-26,800,800
SUB033415,CUST17306,Premium,Monthly,2111-06-27,2111-07-27,1200,1200
SUB033416,CUST10126,Standard,Monthly,2111-06-28,2111-07-28,800,800
SUB033417,CUST17296,Premium,Monthly,2111-06-29,2111-07-29,1200,1200
SUB033418,CUST03102,Basic,Monthly,2111-06-30,2111-07-30,500,500
SUB033419,CUST18377,Standard,Yearly,2111-07-01,2112-06-30,800,9600
SUB033420,CUST03175,Premium,Yearly,2111-07-02,2112-07-01,1200,14400
SUB033421,CUST16449,Basic,Yearly,2111-07-03,2112-07-02,500,6000
SUB033422,CUST12663,Standard,Monthly,2111-07-04,2111-08-03,800,800
SUB033423,CUST16615,Standard,Monthly,2111-07-05,2111-08-04,800,800
SUB033424,CUST09537,Basic,Monthly,2111-07-06,2111-08-05,500,500
SUB033425,CUST09833,Standard,Yearly,2111-07-07,2112-07-06,800,9600
SUB033426,CUST05290,Basic,Monthly,2111-07-08,2111-08-07,500,500
SUB033427,CUST14149,Basic,Monthly,2111-07-09,2111-08-08,500,500
SUB033428,CUST03040,Standard,Yearly,2111-07-10,2112-07-09,800,9600
SUB033429,CUST14074,Basic,Monthly,2111-07-11,2111-08-10,500,500
SUB033430,CUST13347,Basic,Yearly,2111-07-12,2112-07-11,500,6000
SUB033431,CUST00735,Standard,Yearly,2111-07-13,2112-07-12,800,9600
SUB033432,CUST06188,Premium,Monthly,2111-07-14,2111-08-13,1200,1200
SUB033433,CUST07668,Premium,Yearly,2111-07-15,2112-07-14,1200,14400
SUB033434,CUST02864,Basic,Monthly,2111-07-16,2111-08-15,500,500
SUB033435,CUST10034,Basic,Yearly,2111-07-17,2112-07-16,500,6000
SUB033436,CUST05616,Basic,Monthly,2111-07-18,2111-08-17,500,500
SUB033437,CUST11221,Premium,Yearly,2111-07-19,2112-07-18,1200,14400
SUB033438,CUST08010,Standard,Monthly,2111-07-20,2111-08-19,800,800
SUB033439,CUST11355,Standard,Yearly,2111-07-21,2112-07-20,800,9600
SUB033440,CUST10017,Premium,Yearly,2111-07-22,2112-07-21,1200,14400
SUB033441,CUST01552,Premium,Monthly,2111-07-23,2111-08-22,1200,1200
SUB033442,CUST13061,Standard,Monthly,2111-07-24,2111-08-23,800,800
SUB033443,CUST14764,Basic,Monthly,2111-07-25,2111-08-24,500,500
SUB033444,CUST03184,Standard,Yearly,2111-07-26,2112-07-25,800,9600
SUB033445,CUST14555,Standard,Monthly,2111-07-27,2111-08-26,800,800
SUB033446,CUST08462,Basic,Yearly,2111-07-28,2112-07-27,500,6000
SUB033447,CUST13177,Standard,Monthly,2111-07-29,2111-08-28,800,800
SUB033448,CUST09552,Premium,Monthly,2111-07-30,2111-08-29,1200,1200
SUB033449,CUST08029,Standard,Monthly,2111-07-31,2111-08-30,800,800
SUB033450,CUST16854,Premium,Monthly,2111-08-01,2111-08-31,1200,1200
SUB033451,CUST10091,Standard,Monthly,2111-08-02,2111-09-01,800,800
SUB033452,CUST00070,Premium,Monthly,2111-08-03,2111-09-02,1200,1200
SUB033453,CUST02171,Standard,Yearly,2111-08-04,2112-08-03,800,9600
SUB033454,CUST09843,Premium,Yearly,2111-08-05,2112-08-04,1200,14400
SUB033455,CUST10031,Standard,Monthly,2111-08-06,2111-09-05,800,800
SUB033456,CUST03675,Basic,Monthly,2111-08-07,2111-09-06,500,500
SUB033457,CUST08029,Basic,Yearly,2111-08-08,2112-08-07,500,6000
SUB033458,CUST19676,Basic,Monthly,2111-08-09,2111-09-08,500,500
SUB033459,CUST14483,Basic,Monthly,2111-08-10,2111-09-09,500,500
SUB033460,CUST15422,Standard,Monthly,2111-08-11,2111-09-10,800,800
SUB033461,CUST09866,Basic,Monthly,2111-08-12,2111-09-11,500,500
SUB033462,CUST12043,Premium,Monthly,2111-08-13,2111-09-12,1200,1200
SUB033463,CUST14572,Premium,Monthly,2111-08-14,2111-09-13,1200,1200
SUB033464,CUST08798,Basic,Monthly,2111-08-15,2111-09-14,500,500
SUB033465,CUST08004,Basic,Yearly,2111-08-16,2112-08-15,500,6000
SUB033466,CUST16016,Basic,Monthly,2111-08-17,2111-09-16,500,500
SUB033467,CUST02748,Premium,Monthly,2111-08-18,2111-09-17,1200,1200
SUB033468,CUST18483,Standard,Monthly,2111-08-19,2111-09-18,800,800
SUB033469,CUST05248,Basic,Monthly,2111-08-20,2111-09-19,500,500
SUB033470,CUST17635,Standard,Monthly,2111-08-21,2111-09-20,800,800
SUB033471,CUST00905,Standard,Yearly,2111-08-22,2112-08-21,800,9600
SUB033472,CUST05041,Premium,Yearly,2111-08-23,2112-08-22,1200,14400
SUB033473,CUST03364,Basic,Yearly,2111-08-24,2112-08-23,500,6000
SUB033474,CUST01289,Basic,Monthly,2111-08-25,2111-09-24,500,500
SUB033475,CUST17696,Standard,Yearly,2111-08-26,2112-08-25,800,9600
SUB033476,CUST00750,Premium,Yearly,2111-08-27,2112-08-26,1200,14400
SUB033477,CUST05945,Basic,Yearly,2111-08-28,2112-08-27,500,6000
SUB033478,CUST16730,Basic,Monthly,2111-08-29,2111-09-28,500,500
SUB033479,CUST09363,Premium,Monthly,2111-08-30,2111-09-29,1200,1200
SUB033480,CUST00885,Premium,Yearly,2111-08-31,2112-08-30,1200,14400
SUB033481,CUST05444,Standard,Monthly,2111-09-01,2111-10-01,800,800
SUB033482,CUST01344,Basic,Monthly,2111-09-02,2111-10-02,500,500
SUB033483,CUST02701,Basic,Monthly,2111-09-03,2111-10-03,500,500
SUB033484,CUST01712,Standard,Monthly,2111-09-04,2111-10-04,800,800
SUB033485,CUST00628,Premium,Monthly,2111-09-05,2111-10-05,1200,1200
SUB033486,CUST01456,Basic,Monthly,2111-09-06,2111-10-06,500,500
SUB033487,CUST03784,Premium,Yearly,2111-09-07,2112-09-06,1200,14400
SUB033488,CUST00064,Standard,Yearly,2111-09-08,2112-09-07,800,9600
SUB033489,CUST02430,Basic,Monthly,2111-09-09,2111-10-09,500,500
SUB033490,CUST18930,Basic,Monthly,2111-09-10,2111-10-10,500,500
SUB033491,CUST03400,Premium,Monthly,2111-09-11,2111-10-11,1200,1200
SUB033492,CUST10249,Premium,Yearly,2111-09-12,2112-09-11,1200,14400
SUB033493,CUST10461,Standard,Monthly,2111-09-13,2111-10-13,800,800
SUB033494,CUST17943,Basic,Monthly,2111-09-14,2111-10-14,500,500
SUB033495,CUST09116,Standard,Monthly,2111-09-15,2111-10-15,800,800
SUB033496,CUST05775,Premium,Yearly,2111-09-16,2112-09-15,1200,14400
SUB033497,CUST07738,Basic,Monthly,2111-09-17,2111-10-17,500,500
SUB033498,CUST19914,Standard,Monthly,2111-09-18,2111-10-18,800,800
SUB033499,CUST11906,Basic,Monthly,2111-09-19,2111-10-19,500,500
SUB033500,CUST04818,Basic,Monthly,2111-09-20,2111-10-20,500,500
SUB033501,CUST13546,Basic,Monthly,2111-09-21,2111-10-21,500,500
SUB033502,CUST01843,Premium,Yearly,2111-09-22,2112-09-21,1200,14400
SUB033503,CUST18339,Standard,Yearly,2111-09-23,2112-09-22,800,9600
SUB033504,CUST14868,Standard,Monthly,2111-09-24,2111-10-24,800,800
SUB033505,CUST01677,Standard,Monthly,2111-09-25,2111-10-25,800,800
SUB033506,CUST04725,Basic,Monthly,2111-09-26,2111-10-26,500,500
SUB033507,CUST06680,Standard,Monthly,2111-09-27,2111-10-27,800,800
SUB033508,CUST00938,Standard,Monthly,2111-09-28,2111-10-28,800,800
SUB033509,CUST06958,Basic,Yearly,2111-09-29,2112-09-28,500,6000
SUB033510,CUST10173,Premium,Monthly,2111-09-30,2111-10-30,1200,1200
SUB033511,CUST02379,Basic,Yearly,2111-10-01,2112-09-30,500,6000
SUB033512,CUST09151,Basic,Yearly,2111-10-02,2112-10-01,500,6000
SUB033513,CUST17812,Premium,Monthly,2111-10-03,2111-11-02,1200,1200
SUB033514,CUST04643,Basic,Monthly,2111-10-04,2111-11-03,500,500
SUB033515,CUST06605,Premium,Yearly,2111-10-05,2112-10-04,1200,14400
SUB033516,CUST12014,Basic,Monthly,2111-10-06,2111-11-05,500,500
SUB033517,CUST14601,Standard,Monthly,2111-10-07,2111-11-06,800,800
SUB033518,CUST04063,Basic,Monthly,2111-10-08,2111-11-07,500,500
SUB033519,CUST02468,Basic,Monthly,2111-10-09,2111-11-08,500,500
SUB033520,CUST16398,Basic,Monthly,2111-10-10,2111-11-09,500,500
SUB033521,CUST01963,Premium,Yearly,2111-10-11,2112-10-10,1200,14400
SUB033522,CUST05655,Premium,Monthly,2111-10-12,2111-11-11,1200,1200
SUB033523,CUST05600,Premium,Monthly,2111-10-13,2111-11-12,1200,1200
SUB033524,CUST03056,Basic,Monthly,2111-10-14,2111-11-13,500,500
SUB033525,CUST15568,Premium,Monthly,2111-10-15,2111-11-14,1200,1200
SUB033526,CUST10443,Basic,Monthly,2111-10-16,2111-11-15,500,500
SUB033527,CUST06429,Basic,Yearly,2111-10-17,2112-10-16,500,6000
SUB033528,CUST08194,Basic,Yearly,2111-10-18,2112-10-17,500,6000
SUB033529,CUST07824,Premium,Monthly,2111-10-19,2111-11-18,1200,1200
SUB033530,CUST00080,Premium,Monthly,2111-10-20,2111-11-19,1200,1200
SUB033531,CUST11419,Premium,Yearly,2111-10-21,2112-10-20,1200,14400
SUB033532,CUST01099,Basic,Monthly,2111-10-22,2111-11-21,500,500
SUB033533,CUST10022,Standard,Monthly,2111-10-23,2111-11-22,800,800
SUB033534,CUST01716,Premium,Monthly,2111-10-24,2111-11-23,1200,1200
SUB033535,CUST11704,Basic,Monthly,2111-10-25,2111-11-24,500,500
SUB033536,CUST02354,Standard,Yearly,2111-10-26,2112-10-25,800,9600
SUB033537,CUST04552,Standard,Monthly,2111-10-27,2111-11-26,800,800
SUB033538,CUST16698,Premium,Monthly,2111-10-28,2111-11-27,1200,1200
SUB033539,CUST03420,Basic,Monthly,2111-10-29,2111-11-28,500,500
SUB033540,CUST16134,Premium,Monthly,2111-10-30,2111-11-29,1200,1200
SUB033541,CUST07875,Premium,Monthly,2111-10-31,2111-11-30,1200,1200
SUB033542,CUST00262,Standard,Yearly,2111-11-01,2112-10-31,800,9600
SUB033543,CUST07041,Premium,Monthly,2111-11-02,2111-12-02,1200,1200
SUB033544,CUST06223,Premium,Yearly,2111-11-03,2112-11-02,1200,14400
SUB033545,CUST10397,Premium,Monthly,2111-11-04,2111-12-04,1200,1200
SUB033546,CUST04431,Standard,Yearly,2111-11-05,2112-11-04,800,9600
SUB033547,CUST00896,Standard,Monthly,2111-11-06,2111-12-06,800,800
SUB033548,CUST06912,Premium,Monthly,2111-11-07,2111-12-07,1200,1200
SUB033549,CUST03643,Standard,Monthly,2111-11-08,2111-12-08,800,800
SUB033550,CUST09140,Standard,Monthly,2111-11-09,2111-12-09,800,800
SUB033551,CUST05159,Premium,Yearly,2111-11-10,2112-11-09,1200,14400
SUB033552,CUST06077,Basic,Yearly,2111-11-11,2112-11-10,500,6000
SUB033553,CUST00522,Premium,Monthly,2111-11-12,2111-12-12,1200,1200
SUB033554,CUST11341,Basic,Monthly,2111-11-13,2111-12-13,500,500
SUB033555,CUST06919,Standard,Yearly,2111-11-14,2112-11-13,800,9600
SUB033556,CUST14243,Basic,Monthly,2111-11-15,2111-12-15,500,500
SUB033557,CUST05111,Basic,Yearly,2111-11-16,2112-11-15,500,6000
SUB033558,CUST07506,Standard,Monthly,2111-11-17,2111-12-17,800,800
SUB033559,CUST08199,Premium,Monthly,2111-11-18,2111-12-18,1200,1200
SUB033560,CUST13832,Premium,Monthly,2111-11-19,2111-12-19,1200,1200
SUB033561,CUST00871,Standard,Monthly,2111-11-20,2111-12-20,800,800
SUB033562,CUST01780,Premium,Yearly,2111-11-21,2112-11-20,1200,14400
SUB033563,CUST00893,Basic,Monthly,2111-11-22,2111-12-22,500,500
SUB033564,CUST03189,Basic,Yearly,2111-11-23,2112-11-22,500,6000
SUB033565,CUST16170,Basic,Monthly,2111-11-24,2111-12-24,500,500
SUB033566,CUST16538,Standard,Yearly,2111-11-25,2112-11-24,800,9600
SUB033567,CUST12646,Basic,Monthly,2111-11-26,2111-12-26,500,500
SUB033568,CUST00010,Standard,Monthly,2111-11-27,2111-12-27,800,800
SUB033569,CUST07497,Premium,Monthly,2111-11-28,2111-12-28,1200,1200
SUB033570,CUST03340,Standard,Monthly,2111-11-29,2111-12-29,800,800
SUB033571,CUST11293,Standard,Monthly,2111-11-30,2111-12-30,800,800
SUB033572,CUST06165,Standard,Monthly,2111-12-01,2111-12-31,800,800
SUB033573,CUST07466,Standard,Monthly,2111-12-02,2112-01-01,800,800
SUB033574,CUST01868,Basic,Yearly,2111-12-03,2112-12-02,500,6000
SUB033575,CUST12890,Basic,Monthly,2111-12-04,2112-01-03,500,500
SUB033576,CUST07772,Standard,Monthly,2111-12-05,2112-01-04,800,800
SUB033577,CUST00679,Standard,Yearly,2111-12-06,2112-12-05,800,9600
SUB033578,CUST14907,Basic,Monthly,2111-12-07,2112-01-06,500,500
SUB033579,CUST18110,Basic,Monthly,2111-12-08,2112-01-07,500,500
SUB033580,CUST02511,Basic,Monthly,2111-12-09,2112-01-08,500,500
SUB033581,CUST13467,Premium,Monthly,2111-12-10,2112-01-09,1200,1200
SUB033582,CUST17769,Basic,Yearly,2111-12-11,2112-12-10,500,6000
SUB033583,CUST00995,Premium,Monthly,2111-12-12,2112-01-11,1200,1200
SUB033584,CUST15492,Premium,Monthly,2111-12-13,2112-01-12,1200,1200
SUB033585,CUST15701,Premium,Yearly,2111-12-14,2112-12-13,1200,14400
SUB033586,CUST16724,Basic,Monthly,2111-12-15,2112-01-14,500,500
SUB033587,CUST11549,Basic,Monthly,2111-12-16,2112-01-15,500,500
SUB033588,CUST09911,Basic,Monthly,2111-12-17,2112-01-16,500,500
SUB033589,CUST10856,Standard,Monthly,2111-12-18,2112-01-17,800,800
SUB033590,CUST18980,Premium,Yearly,2111-12-19,2112-12-18,1200,14400
SUB033591,CUST05521,Basic,Yearly,2111-12-20,2112-12-19,500,6000
SUB033592,CUST01393,Basic,Monthly,2111-12-21,2112-01-20,500,500
SUB033593,CUST07257,Basic,Monthly,2111-12-22,2112-01-21,500,500
SUB033594,CUST16355,Standard,Yearly,2111-12-23,2112-12-22,800,9600
SUB033595,CUST11258,Standard,Monthly,2111-12-24,2112-01-23,800,800
SUB033596,CUST12736,Premium,Yearly,2111-12-25,2112-12-24,1200,14400
SUB033597,CUST12473,Standard,Yearly,2111-12-26,2112-12-25,800,9600
SUB033598,CUST10103,Basic,Monthly,2111-12-27,2112-01-26,500,500
SUB033599,CUST05131,Basic,Yearly,2111-12-28,2112-12-27,500,6000
SUB033600,CUST04454,Basic,Yearly,2111-12-29,2112-12-28,500,6000
SUB033601,CUST03217,Standard,Monthly,2111-12-30,2112-01-29,800,800
SUB033602,CUST07135,Premium,Monthly,2111-12-31,2112-01-30,1200,1200
SUB033603,CUST05075,Standard,Monthly,2112-01-01,2112-01-31,800,800
SUB033604,CUST09293,Standard,Yearly,2112-01-02,2113-01-01,800,9600
SUB033605,CUST02197,Standard,Yearly,2112-01-03,2113-01-02,800,9600
SUB033606,CUST12101,Basic,Yearly,2112-01-04,2113-01-03,500,6000
SUB033607,CUST18204,Standard,Yearly,2112-01-05,2113-01-04,800,9600
SUB033608,CUST05775,Standard,Yearly,2112-01-06,2113-01-05,800,9600
SUB033609,CUST17407,Premium,Yearly,2112-01-07,2113-01-06,1200,14400
SUB033610,CUST17062,Basic,Monthly,2112-01-08,2112-02-07,500,500
SUB033611,CUST02499,Standard,Monthly,2112-01-09,2112-02-08,800,800
SUB033612,CUST18936,Basic,Yearly,2112-01-10,2113-01-09,500,6000
SUB033613,CUST06813,Standard,Monthly,2112-01-11,2112-02-10,800,800
SUB033614,CUST05899,Basic,Monthly,2112-01-12,2112-02-11,500,500
SUB033615,CUST13747,Premium,Monthly,2112-01-13,2112-02-12,1200,1200
SUB033616,CUST15012,Standard,Monthly,2112-01-14,2112-02-13,800,800
SUB033617,CUST03190,Premium,Monthly,2112-01-15,2112-02-14,1200,1200
SUB033618,CUST05223,Premium,Monthly,2112-01-16,2112-02-15,1200,1200
SUB033619,CUST12771,Premium,Monthly,2112-01-17,2112-02-16,1200,1200
SUB033620,CUST17465,Basic,Monthly,2112-01-18,2112-02-17,500,500
SUB033621,CUST02901,Basic,Monthly,2112-01-19,2112-02-18,500,500
SUB033622,CUST12062,Premium,Monthly,2112-01-20,2112-02-19,1200,1200
SUB033623,CUST05541,Basic,Monthly,2112-01-21,2112-02-20,500,500
SUB033624,CUST18503,Premium,Yearly,2112-01-22,2113-01-21,1200,14400
SUB033625,CUST17767,Basic,Monthly,2112-01-23,2112-02-22,500,500
SUB033626,CUST02051,Basic,Yearly,2112-01-24,2113-01-23,500,6000
SUB033627,CUST09321,Standard,Monthly,2112-01-25,2112-02-24,800,800
SUB033628,CUST19016,Standard,Monthly,2112-01-26,2112-02-25,800,800
SUB033629,CUST17298,Premium,Monthly,2112-01-27,2112-02-26,1200,1200
SUB033630,CUST02490,Standard,Yearly,2112-01-28,2113-01-27,800,9600
SUB033631,CUST07848,Basic,Monthly,2112-01-29,2112-02-28,500,500
SUB033632,CUST02536,Basic,Monthly,2112-01-30,2112-02-29,500,500
SUB033633,CUST11377,Basic,Yearly,2112-01-31,2113-01-30,500,6000
SUB033634,CUST19485,Basic,Monthly,2112-02-01,2112-03-02,500,500
SUB033635,CUST16734,Standard,Monthly,2112-02-02,2112-03-03,800,800
SUB033636,CUST01056,Basic,Yearly,2112-02-03,2113-02-02,500,6000
SUB033637,CUST05446,Basic,Monthly,2112-02-04,2112-03-05,500,500
SUB033638,CUST15251,Basic,Yearly,2112-02-05,2113-02-04,500,6000
SUB033639,CUST17249,Basic,Monthly,2112-02-06,2112-03-07,500,500
SUB033640,CUST08644,Premium,Monthly,2112-02-07,2112-03-08,1200,1200
SUB033641,CUST05963,Standard,Monthly,2112-02-08,2112-03-09,800,800
SUB033642,CUST12230,Premium,Yearly,2112-02-09,2113-02-08,1200,14400
SUB033643,CUST13452,Basic,Monthly,2112-02-10,2112-03-11,500,500
